index,Formula,Phase,Elem1,Elem2,Elem3,Elem4,Elem5,Elem6,Elem7,Elem8,CantElemen,Compo1,Compo2,Compo3,Compo4,Compo5,Compo6,Compo7,Compo8
31.0,Al40La60,RMG,Al,La,0,0,0,0,0,0,2,40,60,0,0,0,0,0,0
49.0,Al70Ti30,CRA,Al,Ti,0,0,0,0,0,0,2,70,30,0,0,0,0,0,0
82.0,Al89Ce11,RMG,Al,Ce,0,0,0,0,0,0,2,89,11,0,0,0,0,0,0
98.0,Al92Ce8,RMG,Al,Ce,0,0,0,0,0,0,2,92,8,0,0,0,0,0,0
147.0,B16Ni84,CRA,B,Ni,0,0,0,0,0,0,2,16,84,0,0,0,0,0,0
170.0,B25Fe75,RMG,B,Fe,0,0,0,0,0,0,2,25,75,0,0,0,0,0,0
204.0,Be35Ti65,CRA,Be,Ti,0,0,0,0,0,0,2,35,65,0,0,0,0,0,0
224.0,C20Co80,CRA,C,Co,0,0,0,0,0,0,2,20,80,0,0,0,0,0,0
229.0,Ca60Mg40,RMG,Ca,Mg,0,0,0,0,0,0,2,60,40,0,0,0,0,0,0
241.0,Co84Zr16,RMG,Co,Zr,0,0,0,0,0,0,2,84,16,0,0,0,0,0,0
248.0,Cr87P13,CRA,Cr,P,0,0,0,0,0,0,2,87,13,0,0,0,0,0,0
253.0,Cu20Mg80,RMG,Cu,Mg,0,0,0,0,0,0,2,20,80,0,0,0,0,0,0
261.0,Cu32Fe68,CRA,Cu,Fe,0,0,0,0,0,0,2,32,68,0,0,0,0,0,0
266.0,Cu40Hf60,RMG,Cu,Hf,0,0,0,0,0,0,2,40,60,0,0,0,0,0,0
307.0,Cu95Zr5,CRA,Cu,Zr,0,0,0,0,0,0,2,95,5,0,0,0,0,0,0
335.0,Ge17Zr83,RMG,Ge,Zr,0,0,0,0,0,0,2,17,83,0,0,0,0,0,0
361.0,Mg80Y20,CRA,Mg,Y,0,0,0,0,0,0,2,80,20,0,0,0,0,0,0
418.0,Ni60Ti40,RMG,Ni,Ti,0,0,0,0,0,0,2,60,40,0,0,0,0,0,0
419.0,Ni60Zr40,RMG,Ni,Zr,0,0,0,0,0,0,2,60,40,0,0,0,0,0,0
473.0,(Ce0.72Cu0.28)90Al10,BMG,Ce,Cu,Al,0,0,0,0,0,3,64.8,25.200000000000003,10,0,0,0,0,0
518.0,Ag20Al25La55,RMG,Ag,Al,La,0,0,0,0,0,3,20,25,55,0,0,0,0,0
532.0,Ag22Cu51Fe27,CRA,Ag,Cu,Fe,0,0,0,0,0,3,22,51,27,0,0,0,0,0
554.0,Ag30Mg20Y50,CRA,Ag,Mg,Y,0,0,0,0,0,3,30,20,50,0,0,0,0,0
559.0,Ag30Mg60Y10,RMG,Ag,Mg,Y,0,0,0,0,0,3,30,60,10,0,0,0,0,0
577.0,Ag38Cu22Fe40,RMG,Ag,Cu,Fe,0,0,0,0,0,3,38,22,40,0,0,0,0,0
683.0,Al10Cu70Ti20,CRA,Al,Cu,Ti,0,0,0,0,0,3,10,70,20,0,0,0,0,0
698.0,Al10La50Ni40,RMG,Al,La,Ni,0,0,0,0,0,3,10,50,40,0,0,0,0,0
707.0,Al10Mg50Zn40,CRA,Al,Mg,Zn,0,0,0,0,0,3,10,50,40,0,0,0,0,0
722.0,Al10Ni35Zr55,RMG,Al,Ni,Zr,0,0,0,0,0,3,10,35,55,0,0,0,0,0
727.0,Al10Ni50Zr40,RMG,Al,Ni,Zr,0,0,0,0,0,3,10,50,40,0,0,0,0,0
740.0,Al12B14Co74,CRA,Al,B,Co,0,0,0,0,0,3,12,14,74,0,0,0,0,0
744.0,Al12B18Ni70,RMG,Al,B,Ni,0,0,0,0,0,3,12,18,70,0,0,0,0,0
746.0,Al12B22Fe66,RMG,Al,B,Fe,0,0,0,0,0,3,12,22,66,0,0,0,0,0
751.0,Al12B30Ni58,RMG,Al,B,Ni,0,0,0,0,0,3,12,30,58,0,0,0,0,0
757.0,Al12Ce10Cu78,CRA,Al,Ce,Cu,0,0,0,0,0,3,12,10,78,0,0,0,0,0
773.0,Al14Ni4Zr82,RMG,Al,Ni,Zr,0,0,0,0,0,3,14,4,82,0,0,0,0,0
792.0,Al15La50Ni35,RMG,Al,La,Ni,0,0,0,0,0,3,15,50,35,0,0,0,0,0
837.0,Al18Ga36Mg46,RMG,Al,Ga,Mg,0,0,0,0,0,3,18,36,46,0,0,0,0,0
840.0,Al19La22Ni59,RMG,Al,La,Ni,0,0,0,0,0,3,19,22,59,0,0,0,0,0
883.0,Al20Cu60Ti20,RMG,Al,Cu,Ti,0,0,0,0,0,3,20,60,20,0,0,0,0,0
891.0,Al20La50Ni30,RMG,Al,La,Ni,0,0,0,0,0,3,20,50,30,0,0,0,0,0
893.0,Al20La60Ni20,RMG,Al,La,Ni,0,0,0,0,0,3,20,60,20,0,0,0,0,0
923.0,Al22Ni2Zr76,RMG,Al,Ni,Zr,0,0,0,0,0,3,22,2,76,0,0,0,0,0
934.0,Al24Ni2Zr74,RMG,Al,Ni,Zr,0,0,0,0,0,3,24,2,74,0,0,0,0,0
967.0,Al25Ni20Y55,RMG,Al,Ni,Y,0,0,0,0,0,3,25,20,55,0,0,0,0,0
1050.0,Al32Ni40Zr28,RMG,Al,Ni,Zr,0,0,0,0,0,3,32,40,28,0,0,0,0,0
1095.0,Al40La50Ni10,RMG,Al,La,Ni,0,0,0,0,0,3,40,50,10,0,0,0,0,0
1096.0,Al40La55Ni5,RMG,Al,La,Ni,0,0,0,0,0,3,40,55,5,0,0,0,0,0
1160.0,Al50Cu40V10,CRA,Al,Cu,V,0,0,0,0,0,3,50,40,10,0,0,0,0,0
1168.0,Al50La10Ni40,CRA,Al,La,Ni,0,0,0,0,0,3,50,10,40,0,0,0,0,0
1206.0,Al55Ge30V15,RMG,Al,Ge,V,0,0,0,0,0,3,55,30,15,0,0,0,0,0
1213.0,Al55La40Ni5,RMG,Al,La,Ni,0,0,0,0,0,3,55,40,5,0,0,0,0,0
1237.0,Al58Ni32Zr10,RMG,Al,Ni,Zr,0,0,0,0,0,3,58,32,10,0,0,0,0,0
1262.0,Al5Ni15Zr80,RMG,Al,Ni,Zr,0,0,0,0,0,3,5,15,80,0,0,0,0,0
1283.0,Al60Cr15Si25,RMG,Al,Cr,Si,0,0,0,0,0,3,60,15,25,0,0,0,0,0
1296.0,Al60Gd20Ni20,CRA,Al,Gd,Ni,0,0,0,0,0,3,60,20,20,0,0,0,0,0
1319.0,Al63Cr15Si22,CRA,Al,Cr,Si,0,0,0,0,0,3,63,15,22,0,0,0,0,0
1321.0,Al63Fe12Si25,RMG,Al,Fe,Si,0,0,0,0,0,3,63,12,25,0,0,0,0,0
1329.0,Al65Ce20Fe15,CRA,Al,Ce,Fe,0,0,0,0,0,3,65,20,15,0,0,0,0,0
1344.0,Al65Ge15Mn20,CRA,Al,Ge,Mn,0,0,0,0,0,3,65,15,20,0,0,0,0,0
1347.0,Al65Ge30V5,CRA,Al,Ge,V,0,0,0,0,0,3,65,30,5,0,0,0,0,0
1350.0,Al65La25Ni10,CRA,Al,La,Ni,0,0,0,0,0,3,65,25,10,0,0,0,0,0
1456.0,Al73Ni20Zr7,RMG,Al,Ni,Zr,0,0,0,0,0,3,73,20,7,0,0,0,0,0
1470.0,Al75Ce15Nb10,CRA,Al,Ce,Nb,0,0,0,0,0,3,75,15,10,0,0,0,0,0
1493.0,Al75Mo5Ni20,RMG,Al,Mo,Ni,0,0,0,0,0,3,75,5,20,0,0,0,0,0
1518.0,Al78Gd12Ni10,RMG,Al,Gd,Ni,0,0,0,0,0,3,78,12,10,0,0,0,0,0
1541.0,Al80Ce15Ni5,CRA,Al,Ce,Ni,0,0,0,0,0,3,80,15,5,0,0,0,0,0
1561.0,Al80Mo5Ni15,RMG,Al,Mo,Ni,0,0,0,0,0,3,80,5,15,0,0,0,0,0
1582.0,Al82Fe4Ni14,CRA,Al,Fe,Ni,0,0,0,0,0,3,82,4,14,0,0,0,0,0
1590.0,Al82Nd6Ni12,RMG,Al,Nd,Ni,0,0,0,0,0,3,82,6,12,0,0,0,0,0
1594.0,Al82Ni13Zr5,RMG,Al,Ni,Zr,0,0,0,0,0,3,82,13,5,0,0,0,0,0
1605.0,Al83Fe3Ni14,CRA,Al,Fe,Ni,0,0,0,0,0,3,83,3,14,0,0,0,0,0
1606.0,Al83Gd5Ni12,RMG,Al,Gd,Ni,0,0,0,0,0,3,83,5,12,0,0,0,0,0
1633.0,Al84Nd1Ni15,RMG,Al,Nd,Ni,0,0,0,0,0,3,84,1,15,0,0,0,0,0
1651.0,Al85Ce10Co5,RMG,Al,Ce,Co,0,0,0,0,0,3,85,10,5,0,0,0,0,0
1664.0,Al85Ce5Nb10,CRA,Al,Ce,Nb,0,0,0,0,0,3,85,5,10,0,0,0,0,0
1675.0,Al85Fe5Ni10,CRA,Al,Fe,Ni,0,0,0,0,0,3,85,5,10,0,0,0,0,0
1688.0,Al85Mn2Ni13,CRA,Al,Mn,Ni,0,0,0,0,0,3,85,2,13,0,0,0,0,0
1740.0,Al86Nd4Ni10,RMG,Al,Nd,Ni,0,0,0,0,0,3,86,4,10,0,0,0,0,0
1751.0,Al87.5Ca7.5Ni5,RMG,Al,Ca,Ni,0,0,0,0,0,3,87.5,7.5,5,0,0,0,0,0
1773.0,Al87Fe3Ni10,RMG,Al,Fe,Ni,0,0,0,0,0,3,87,3,10,0,0,0,0,0
1784.0,Al87Ni3Y10,RMG,Al,Ni,Y,0,0,0,0,0,3,87,3,10,0,0,0,0,0
1818.0,Al88Co8Fe4,CRA,Al,Co,Fe,0,0,0,0,0,3,88,8,4,0,0,0,0,0
1919.0,Al90Co2Ni8,CRA,Al,Co,Ni,0,0,0,0,0,3,90,2,8,0,0,0,0,0
1945.0,Al90Mn8Ni2,CRA,Al,Mn,Ni,0,0,0,0,0,3,90,8,2,0,0,0,0,0
1958.0,Al91Co2Ni7,CRA,Al,Co,Ni,0,0,0,0,0,3,91,2,7,0,0,0,0,0
1966.0,Al92.5Ca2.5Ni5,CRA,Al,Ca,Ni,0,0,0,0,0,3,92.5,2.5,5,0,0,0,0,0
1987.0,Al93Ce2Cr5,CRA,Al,Ce,Cr,0,0,0,0,0,3,93,2,5,0,0,0,0,0
1992.0,Al94Ce2V4,CRA,Al,Ce,V,0,0,0,0,0,3,94,2,4,0,0,0,0,0
2005.0,Al94Nd2Ni4,CRA,Al,Nd,Ni,0,0,0,0,0,3,94,2,4,0,0,0,0,0
2008.0,Al95Ce2Co3,CRA,Al,Ce,Co,0,0,0,0,0,3,95,2,3,0,0,0,0,0
2017.0,Al9Ni62Zr29,RMG,Al,Ni,Zr,0,0,0,0,0,3,9,62,29,0,0,0,0,0
2037.0,Au3Cu27Mg70,RMG,Au,Cu,Mg,0,0,0,0,0,3,3,27,70,0,0,0,0,0
2096.0,B10Cr18Fe72,CRA,B,Cr,Fe,0,0,0,0,0,3,10,18,72,0,0,0,0,0
2161.0,B10Mo75Si15,RMG,B,Mo,Si,0,0,0,0,0,3,10,75,15,0,0,0,0,0
2179.0,B11C9Fe80,RMG,B,C,Fe,0,0,0,0,0,3,11,9,80,0,0,0,0,0
2186.0,B11Fe80P9,RMG,B,Fe,P,0,0,0,0,0,3,11,80,9,0,0,0,0,0
2200.0,B12.5Fe78.5Si9,RMG,B,Fe,Si,0,0,0,0,0,3,12.5,78.5,9,0,0,0,0,0
2203.0,B12.5Ni75Si12.5,RMG,B,Ni,Si,0,0,0,0,0,3,12.5,75,12.5,0,0,0,0,0
2256.0,B12Fe68Mo20,RMG,B,Fe,Mo,0,0,0,0,0,3,12,68,20,0,0,0,0,0
