index,Formula,Phase,Elem1,Elem2,Elem3,Elem4,Elem5,Elem6,Elem7,Elem8,CantElemen,Compo1,Compo2,Compo3,Compo4,Compo5,Compo6,Compo7,Compo8
29.0,Al40Cu60T,CRA,Al,Cu,0,0,0,0,0,0,2,40,60,0,0,0,0,0,0
92.0,Al90Ni10,CRA,Al,Ni,0,0,0,0,0,0,2,90,10,0,0,0,0,0,0
103.0,Al92La8,RMG,Al,La,0,0,0,0,0,0,2,92,8,0,0,0,0,0,0
109.0,Al93Ce7,RMG,Al,Ce,0,0,0,0,0,0,2,93,7,0,0,0,0,0,0
128.0,Al98.9Ti1.1,CRA,Al,Ti,0,0,0,0,0,0,2,98.9,1.1,0,0,0,0,0,0
141.0,B14Fe86,RMG,B,Fe,0,0,0,0,0,0,2,14,86,0,0,0,0,0,0
154.0,B18Co82,RMG,B,Co,0,0,0,0,0,0,2,18,82,0,0,0,0,0,0
233.0,Ce10Mg90,CRA,Ce,Mg,0,0,0,0,0,0,2,10,90,0,0,0,0,0,0
280.0,Cu55Ti45,RMG,Cu,Ti,0,0,0,0,0,0,2,55,45,0,0,0,0,0,0
305.0,Cu90Fe10,CRA,Cu,Fe,0,0,0,0,0,0,2,90,10,0,0,0,0,0,0
324.0,Fe87Zr13,CRA,Fe,Zr,0,0,0,0,0,0,2,87,13,0,0,0,0,0,0
363.0,Mg84Y16,RMG,Mg,Y,0,0,0,0,0,0,2,84,16,0,0,0,0,0,0
369.0,Mg87.5Y12.5,CRA,Mg,Y,0,0,0,0,0,0,2,87.5,12.5,0,0,0,0,0,0
385.0,Nb80Si20,RMG,Nb,Si,0,0,0,0,0,0,2,80,20,0,0,0,0,0,0
389.0,Nd60Ni40,RMG,Nd,Ni,0,0,0,0,0,0,2,60,40,0,0,0,0,0,0
399.0,Ni28Zr72,RMG,Ni,Zr,0,0,0,0,0,0,2,28,72,0,0,0,0,0,0
437.0,Ni90Si10,CRA,Ni,Si,0,0,0,0,0,0,2,90,10,0,0,0,0,0,0
444.0,Pd79Si21,RMG,Pd,Si,0,0,0,0,0,0,2,79,21,0,0,0,0,0,0
448.0,Pd82.4Si17.6,RMG,Pd,Si,0,0,0,0,0,0,2,82.4,17.6,0,0,0,0,0,0
453.0,Si10Ti90,CRA,Si,Ti,0,0,0,0,0,0,2,10,90,0,0,0,0,0,0
461.0,Si25Ti75,CRA,Si,Ti,0,0,0,0,0,0,2,25,75,0,0,0,0,0,0
477.0,(Fe0.5Ni0.5)83B17,RMG,Fe,Ni,B,0,0,0,0,0,3,41.5,41.5,17,0,0,0,0,0
525.0,Ag20Mg30Y50,RMG,Ag,Mg,Y,0,0,0,0,0,3,20,30,50,0,0,0,0,0
526.0,Ag20Mg40Y40,RMG,Ag,Mg,Y,0,0,0,0,0,3,20,40,40,0,0,0,0,0
543.0,Ag26Cu44Fe30,CRA,Ag,Cu,Fe,0,0,0,0,0,3,26,44,30,0,0,0,0,0
591.0,Ag40Cu47Fe13,CRA,Ag,Cu,Fe,0,0,0,0,0,3,40,47,13,0,0,0,0,0
598.0,Ag45Ce2Cu53,CRA,Ag,Ce,Cu,0,0,0,0,0,3,45,2,53,0,0,0,0,0
607.0,Ag4Pd79.5Si16.5,RMG,Ag,Pd,Si,0,0,0,0,0,3,4,79.5,16.5,0,0,0,0,0
631.0,Ag5Pd77Si18,RMG,Ag,Pd,Si,0,0,0,0,0,3,5,77,18,0,0,0,0,0
635.0,Ag60Ce3Cu37,CRA,Ag,Ce,Cu,0,0,0,0,0,3,60,3,37,0,0,0,0,0
668.0,Al10Cu10Ti80,CRA,Al,Cu,Ti,0,0,0,0,0,3,10,10,80,0,0,0,0,0
684.0,Al10Cu80La10,CRA,Al,Cu,La,0,0,0,0,0,3,10,80,10,0,0,0,0,0
720.0,Al10Ni30Zr60,RMG,Al,Ni,Zr,0,0,0,0,0,3,10,30,60,0,0,0,0,0
741.0,Al12B14Fe74,RMG,Al,B,Fe,0,0,0,0,0,3,12,14,74,0,0,0,0,0
815.0,Al15Ni75Zr10,CRA,Al,Ni,Zr,0,0,0,0,0,3,15,75,10,0,0,0,0,0
839.0,Al18Ni54Zr28,RMG,Al,Ni,Zr,0,0,0,0,0,3,18,54,28,0,0,0,0,0
869.0,Al20Cu10Ti70,CRA,Al,Cu,Ti,0,0,0,0,0,3,20,10,70,0,0,0,0,0
872.0,Al20Cu20Ti60,CRA,Al,Cu,Ti,0,0,0,0,0,3,20,20,60,0,0,0,0,0
897.0,Al20Mg40Zn40,CRA,Al,Mg,Zn,0,0,0,0,0,3,20,40,40,0,0,0,0,0
905.0,Al20Ni25Zr55,RMG,Al,Ni,Zr,0,0,0,0,0,3,20,25,55,0,0,0,0,0
942.0,Al25Cu25Ti50,CRA,Al,Cu,Ti,0,0,0,0,0,3,25,25,50,0,0,0,0,0
957.0,Al25La55Mn20,RMG,Al,La,Mn,0,0,0,0,0,3,25,55,20,0,0,0,0,0
961.0,Al25La65Ni10,RMG,Al,La,Ni,0,0,0,0,0,3,25,65,10,0,0,0,0,0
973.0,Al25Ni35Ti40,RMG,Al,Ni,Ti,0,0,0,0,0,3,25,35,40,0,0,0,0,0
1049.0,Al32Ni20Zr48,RMG,Al,Ni,Zr,0,0,0,0,0,3,32,20,48,0,0,0,0,0
1065.0,Al35La30Ni35,RMG,Al,La,Ni,0,0,0,0,0,3,35,30,35,0,0,0,0,0
1075.0,Al3Fe80P17,RMG,Al,Fe,P,0,0,0,0,0,3,3,80,17,0,0,0,0,0
1079.0,Al40Cu20La40,CRA,Al,Cu,La,0,0,0,0,0,3,40,20,40,0,0,0,0,0
1097.0,Al40Mg40Zn20,CRA,Al,Mg,Zn,0,0,0,0,0,3,40,40,20,0,0,0,0,0
1121.0,Al45La40Ni15,RMG,Al,La,Ni,0,0,0,0,0,3,45,40,15,0,0,0,0,0
1131.0,Al4B22Co74,RMG,Al,B,Co,0,0,0,0,0,3,4,22,74,0,0,0,0,0
1134.0,Al4B26Co70,RMG,Al,B,Co,0,0,0,0,0,3,4,26,70,0,0,0,0,0
