index,Formula,Phase,Elem1,Elem2,Elem3,Elem4,Elem5,Elem6,Elem7,Elem8,CantElemen,Compo1,Compo2,Compo3,Compo4,Compo5,Compo6,Compo7,Compo8
47.0,Al70La30,CRA,Al,La,0,0,0,0,0,0,2,70,30,0,0,0,0,0,0
76.0,Al88Gd12,RMG,Al,Gd,0,0,0,0,0,0,2,88,12,0,0,0,0,0,0
87.0,Al90Cr10,CRA,Al,Cr,0,0,0,0,0,0,2,90,10,0,0,0,0,0,0
101.0,Al92Fe8,CRA,Al,Fe,0,0,0,0,0,0,2,92,8,0,0,0,0,0,0
125.0,Al96Nd4,CRA,Al,Nd,0,0,0,0,0,0,2,96,4,0,0,0,0,0,0
142.0,B15Co85,CRA,B,Co,0,0,0,0,0,0,2,15,85,0,0,0,0,0,0
149.0,B17Co83,RMG,B,Co,0,0,0,0,0,0,2,17,83,0,0,0,0,0,0
163.0,B22.5Fe77.5,RMG,B,Fe,0,0,0,0,0,0,2,22.5,77.5,0,0,0,0,0,0
189.0,B41Co59,RMG,B,Co,0,0,0,0,0,0,2,41,59,0,0,0,0,0,0
210.0,Be40Ti60,RMG,Be,Ti,0,0,0,0,0,0,2,40,60,0,0,0,0,0,0
219.0,Be7.5Zr92.5,CRA,Be,Zr,0,0,0,0,0,0,2,7.5,92.5,0,0,0,0,0,0
225.0,C20Ni80,CRA,C,Ni,0,0,0,0,0,0,2,20,80,0,0,0,0,0,0
254.0,Cu20Ti80,CRA,Cu,Ti,0,0,0,0,0,0,2,20,80,0,0,0,0,0,0
263.0,Cu35Ti65,RMG,Cu,Ti,0,0,0,0,0,0,2,35,65,0,0,0,0,0,0
296.0,Cu71Fe29,CRA,Cu,Fe,0,0,0,0,0,0,2,71,29,0,0,0,0,0,0
315.0,Fe60Nd40,RMG,Fe,Nd,0,0,0,0,0,0,2,60,40,0,0,0,0,0,0
407.0,Ni40Zr60,RMG,Ni,Zr,0,0,0,0,0,0,2,40,60,0,0,0,0,0,0
423.0,Ni65Zr35,RMG,Ni,Zr,0,0,0,0,0,0,2,65,35,0,0,0,0,0,0
438.0,Ni90Ta10,RMG,Ni,Ta,0,0,0,0,0,0,2,90,10,0,0,0,0,0,0
446.0,Pd80Si20,BMG,Pd,Si,0,0,0,0,0,0,2,80,20,0,0,0,0,0,0
458.0,Si17Zr83,RMG,Si,Zr,0,0,0,0,0,0,2,17,83,0,0,0,0,0,0
471.0,Ca35Cu35Mg30,BMG,Ca,Cu,Mg,0,0,0,0,0,3,35,35,30,0,0,0,0,0
502.0,Ag12.2Cu80.3P7.5,RMG,Ag,Cu,P,0,0,0,0,0,3,12.2,80.3,7.5,0,0,0,0,0
504.0,Ag12.2Cu81.5P6.3,CRA,Ag,Cu,P,0,0,0,0,0,3,12.2,81.5,6.3,0,0,0,0,0
507.0,Ag14Cu78.5P7.5,CRA,Ag,Cu,P,0,0,0,0,0,3,14,78.5,7.5,0,0,0,0,0
