index,Formula,Phase,Elem1,Elem2,Elem3,Elem4,Elem5,Elem6,Elem7,Elem8,CantElemen,Compo1,Compo2,Compo3,Compo4,Compo5,Compo6,Compo7,Compo8
3.0,Ag48Cu52,CRA,Ag,Cu,0,0,0,0,0,0,2,48,52,0,0,0,0,0,0
8.0,Ag61Fe39,CRA,Ag,Fe,0,0,0,0,0,0,2,61,39,0,0,0,0,0,0
16.0,Al20La80,RMG,Al,La,0,0,0,0,0,0,2,20,80,0,0,0,0,0,0
27.0,Al35Ti65,CRA,Al,Ti,0,0,0,0,0,0,2,35,65,0,0,0,0,0,0
54.0,Al80Ni20,CRA,Al,Ni,0,0,0,0,0,0,2,80,20,0,0,0,0,0,0
62.0,Al85Y15,RMG,Al,Y,0,0,0,0,0,0,2,85,15,0,0,0,0,0,0
73.0,Al88Co12,CRA,Al,Co,0,0,0,0,0,0,2,88,12,0,0,0,0,0,0
107.0,Al92Sm8,RMG,Al,Sm,0,0,0,0,0,0,2,92,8,0,0,0,0,0,0
127.0,Al97.1Ti2.9,CRA,Al,Ti,0,0,0,0,0,0,2,97.1,2.9,0,0,0,0,0,0
134.0,Al50Y50,RMG,Al,Y,0,0,0,0,0,0,2,50,50,0,0,0,0,0,0
183.0,B35Co65,RMG,B,Co,0,0,0,0,0,0,2,35,65,0,0,0,0,0,0
213.0,Be42Ti58,CRA,Be,Ti,0,0,0,0,0,0,2,42,58,0,0,0,0,0,0
243.0,Co90Si10,CRA,Co,Si,0,0,0,0,0,0,2,90,10,0,0,0,0,0,0
278.0,Cu50Zr50,BMG,Cu,Zr,0,0,0,0,0,0,2,50,50,0,0,0,0,0,0
311.0,Fe33Zr67,RMG,Fe,Zr,0,0,0,0,0,0,2,33,67,0,0,0,0,0,0
314.0,Fe50Ni50,RMG,Fe,Ni,0,0,0,0,0,0,2,50,50,0,0,0,0,0,0
321.0,Fe80P20,RMG,Fe,P,0,0,0,0,0,0,2,80,20,0,0,0,0,0,0
383.0,Nb60Ni40,RMG,Nb,Ni,0,0,0,0,0,0,2,60,40,0,0,0,0,0,0
388.0,Nd50Ni50,CRA,Nd,Ni,0,0,0,0,0,0,2,50,50,0,0,0,0,0,0
390.0,Nd70Ni30,RMG,Nd,Ni,0,0,0,0,0,0,2,70,30,0,0,0,0,0,0
397.0,Ni20Zr80,RMG,Ni,Zr,0,0,0,0,0,0,2,20,80,0,0,0,0,0,0
420.0,Ni63Zr37,RMG,Ni,Zr,0,0,0,0,0,0,2,63,37,0,0,0,0,0,0
421.0,Ni65Ta35,RMG,Ni,Ta,0,0,0,0,0,0,2,65,35,0,0,0,0,0,0
428.0,Ni70Zr30,RMG,Ni,Zr,0,0,0,0,0,0,2,70,30,0,0,0,0,0,0
431.0,Ni80Si20,CRA,Ni,Si,0,0,0,0,0,0,2,80,20,0,0,0,0,0,0
465.0,Ti15Zr85,RMG,Ti,Zr,0,0,0,0,0,0,2,15,85,0,0,0,0,0,0
467.0,Ti22Zr78,RMG,Ti,Zr,0,0,0,0,0,0,2,22,78,0,0,0,0,0,0
478.0,(Fe0.75Co0.25)83P17,BMG,Fe,Co,P,0,0,0,0,0,3,62.25,20.75,17,0,0,0,0,0
486.0,Ag1.7Pd81.8Si16.5,RMG,Ag,Pd,Si,0,0,0,0,0,3,1.7,81.8,16.5,0,0,0,0,0
490.0,Ag10.5Cu82.5P7,RMG,Ag,Cu,P,0,0,0,0,0,3,10.5,82.5,7,0,0,0,0,0
493.0,Ag10Ce5Cu85,CRA,Ag,Ce,Cu,0,0,0,0,0,3,10,5,85,0,0,0,0,0
503.0,Ag12.2Cu80.8P7,RMG,Ag,Cu,P,0,0,0,0,0,3,12.2,80.8,7,0,0,0,0,0
547.0,Ag29Cu30Fe41,RMG,Ag,Cu,Fe,0,0,0,0,0,3,29,30,41,0,0,0,0,0
606.0,Ag49Cu29Fe22,CRA,Ag,Cu,Fe,0,0,0,0,0,3,49,29,22,0,0,0,0,0
681.0,Al10Cu60Ti30,RMG,Al,Cu,Ti,0,0,0,0,0,3,10,60,30,0,0,0,0,0
688.0,Al10Cu86Nd4,CRA,Al,Cu,Nd,0,0,0,0,0,3,10,86,4,0,0,0,0,0
723.0,Al10Ni36Ti54,RMG,Al,Ni,Ti,0,0,0,0,0,3,10,36,54,0,0,0,0,0
763.0,Al12Cu84Nd4,CRA,Al,Cu,Nd,0,0,0,0,0,3,12,84,4,0,0,0,0,0
794.0,Al15La60Ni25,RMG,Al,La,Ni,0,0,0,0,0,3,15,60,25,0,0,0,0,0
818.0,Al16B14Co70,RMG,Al,B,Co,0,0,0,0,0,3,16,14,70,0,0,0,0,0
821.0,Al16B18Co66,RMG,Al,B,Co,0,0,0,0,0,3,16,18,66,0,0,0,0,0
828.0,Al16B26Fe58,RMG,Al,B,Fe,0,0,0,0,0,3,16,26,58,0,0,0,0,0
832.0,Al16B34Co50,RMG,Al,B,Co,0,0,0,0,0,3,16,34,50,0,0,0,0,0
879.0,Al20Cu40La40,RMG,Al,Cu,La,0,0,0,0,0,3,20,40,40,0,0,0,0,0
880.0,Al20Cu50La30,RMG,Al,Cu,La,0,0,0,0,0,3,20,50,30,0,0,0,0,0
921.0,Al22.5Ca70Mg7.5,RMG,Al,Ca,Mg,0,0,0,0,0,3,22.5,70,7.5,0,0,0,0,0
