index,Formula,Phase,Elem1,Elem2,Elem3,Elem4,Elem5,Elem6,Elem7,Elem8,CantElemen,Compo1,Compo2,Compo3,Compo4,Compo5,Compo6,Compo7,Compo8
33.0,Al45Gd55,RMG,Al,Gd,0,0,0,0,0,0,2,45,55,0,0,0,0,0,0
45.0,Al65Ti35,CRA,Al,Ti,0,0,0,0,0,0,2,65,35,0,0,0,0,0,0
55.0,Al80Ti20,CRA,Al,Ti,0,0,0,0,0,0,2,80,20,0,0,0,0,0,0
64.0,Al86Cr14,CRA,Al,Cr,0,0,0,0,0,0,2,86,14,0,0,0,0,0,0
77.0,Al88Nd12,RMG,Al,Nd,0,0,0,0,0,0,2,88,12,0,0,0,0,0,0
79.0,Al88Sm12,RMG,Al,Sm,0,0,0,0,0,0,2,88,12,0,0,0,0,0,0
121.0,Al96Co4,CRA,Al,Co,0,0,0,0,0,0,2,96,4,0,0,0,0,0,0
152.0,B18.5Fe81.5,RMG,B,Fe,0,0,0,0,0,0,2,18.5,81.5,0,0,0,0,0,0
208.0,Be38Ti62,RMG,Be,Ti,0,0,0,0,0,0,2,38,62,0,0,0,0,0,0
244.0,Co90Zr10,RMG,Co,Zr,0,0,0,0,0,0,2,90,10,0,0,0,0,0,0
259.0,Cu30Ti70,CRA,Cu,Ti,0,0,0,0,0,0,2,30,70,0,0,0,0,0,0
279.0,Cu54Fe46,CRA,Cu,Fe,0,0,0,0,0,0,2,54,46,0,0,0,0,0,0
312.0,Fe40Nd60,RMG,Fe,Nd,0,0,0,0,0,0,2,40,60,0,0,0,0,0,0
322.0,Fe82Nd18,RMG,Fe,Nd,0,0,0,0,0,0,2,82,18,0,0,0,0,0,0
350.0,La80Ni20,RMG,La,Ni,0,0,0,0,0,0,2,80,20,0,0,0,0,0,0
357.0,Mg70Zn30,RMG,Mg,Zn,0,0,0,0,0,0,2,70,30,0,0,0,0,0,0
366.0,Mg85Ni15,RMG,Mg,Ni,0,0,0,0,0,0,2,85,15,0,0,0,0,0,0
404.0,Ni35Ti65,RMG,Ni,Ti,0,0,0,0,0,0,2,35,65,0,0,0,0,0,0
410.0,Ni50Pd50,RMG,Ni,Pd,0,0,0,0,0,0,2,50,50,0,0,0,0,0,0
417.0,Ni60Ta40,RMG,Ni,Ta,0,0,0,0,0,0,2,60,40,0,0,0,0,0,0
456.0,Si15Ti85,RMG,Si,Ti,0,0,0,0,0,0,2,15,85,0,0,0,0,0,0
457.0,Si15Zr85,RMG,Si,Zr,0,0,0,0,0,0,2,15,85,0,0,0,0,0,0
