index,Formula,Phase,Elem1,Elem2,Elem3,Elem4,Elem5,Elem6,Elem7,Elem8,CantElemen,Compo1,Compo2,Compo3,Compo4,Compo5,Compo6,Compo7,Compo8
22.0,Al30Ca70,RMG,Al,Ca,0,0,0,0,0,0,2,30,70,0,0,0,0,0,0
56.0,Al81Cr19,CRA,Al,Cr,0,0,0,0,0,0,2,81,19,0,0,0,0,0,0
83.0,Al89Y11,RMG,Al,Y,0,0,0,0,0,0,2,89,11,0,0,0,0,0,0
116.0,Al94Mn6,CRA,Al,Mn,0,0,0,0,0,0,2,94,6,0,0,0,0,0,0
133.0,Al98Ni2,CRA,Al,Ni,0,0,0,0,0,0,2,98,2,0,0,0,0,0,0
139.0,B12Fe88,RMG,B,Fe,0,0,0,0,0,0,2,12,88,0,0,0,0,0,0
169.0,B25Co75,RMG,B,Co,0,0,0,0,0,0,2,25,75,0,0,0,0,0,0
180.0,B32Co68,RMG,B,Co,0,0,0,0,0,0,2,32,68,0,0,0,0,0,0
214.0,Be43Ti57,CRA,Be,Ti,0,0,0,0,0,0,2,43,57,0,0,0,0,0,0
262.0,Cu33Zr67,RMG,Cu,Zr,0,0,0,0,0,0,2,33,67,0,0,0,0,0,0
264.0,Cu37.5La62.5,RMG,Cu,La,0,0,0,0,0,0,2,37.5,62.5,0,0,0,0,0,0
287.0,Cu63Fe37,CRA,Cu,Fe,0,0,0,0,0,0,2,63,37,0,0,0,0,0,0
292.0,Cu70Hf30,RMG,Cu,Hf,0,0,0,0,0,0,2,70,30,0,0,0,0,0,0
306.0,Cu90Ti10,CRA,Cu,Ti,0,0,0,0,0,0,2,90,10,0,0,0,0,0,0
316.0,Fe66.7Tb33.3,CRA,Fe,Tb,0,0,0,0,0,0,2,66.7,33.3,0,0,0,0,0,0
319.0,Fe79Nd21,RMG,Fe,Nd,0,0,0,0,0,0,2,79,21,0,0,0,0,0,0
377.0,Mg95Mn5,CRA,Mg,Mn,0,0,0,0,0,0,2,95,5,0,0,0,0,0,0
387.0,Nd30Ni70,CRA,Nd,Ni,0,0,0,0,0,0,2,30,70,0,0,0,0,0,0
451.0,Pd84Si16,RMG,Pd,Si,0,0,0,0,0,0,2,84,16,0,0,0,0,0,0
469.0,Ti90Zr10,CRA,Ti,Zr,0,0,0,0,0,0,2,90,10,0,0,0,0,0,0
487.0,Ag10.5Cu80.5P9,CRA,Ag,Cu,P,0,0,0,0,0,3,10.5,80.5,9,0,0,0,0,0
500.0,Ag10Pd73.5Si16.5,RMG,Ag,Pd,Si,0,0,0,0,0,3,10,73.5,16.5,0,0,0,0,0
521.0,Ag20Ce4Cu76,CRA,Ag,Ce,Cu,0,0,0,0,0,3,20,4,76,0,0,0,0,0
536.0,Ag25Al20Mg55,RMG,Ag,Al,Mg,0,0,0,0,0,3,25,20,55,0,0,0,0,0
537.0,Ag25Ce6Cu69,RMG,Ag,Ce,Cu,0,0,0,0,0,3,25,6,69,0,0,0,0,0
567.0,Ag35Ce4Cu61,RMG,Ag,Ce,Cu,0,0,0,0,0,3,35,4,61,0,0,0,0,0
588.0,Ag40Cu12Fe48,CRA,Ag,Cu,Fe,0,0,0,0,0,3,40,12,48,0,0,0,0,0
592.0,Ag40Mg20Y40,CRA,Ag,Mg,Y,0,0,0,0,0,3,40,20,40,0,0,0,0,0
608.0,Ag5.5Cu87P7.5,CRA,Ag,Cu,P,0,0,0,0,0,3,5.5,87,7.5,0,0,0,0,0
613.0,Ag50Ce4Cu46,RMG,Ag,Ce,Cu,0,0,0,0,0,3,50,4,46,0,0,0,0,0
615.0,Ag50Mg20Y30,CRA,Ag,Mg,Y,0,0,0,0,0,3,50,20,30,0,0,0,0,0
620.0,Ag53.8Mg23.1Ca23.1,BMG,Ag,Mg,Ca,0,0,0,0,0,3,53.8,23.1,23.1,0,0,0,0,0
644.0,Ag7.1Cu85.2P7.7,RMG,Ag,Cu,P,0,0,0,0,0,3,7.1,85.2,7.7,0,0,0,0,0
654.0,Ag9Cu84.5P6.5,CRA,Ag,Cu,P,0,0,0,0,0,3,9,84.5,6.5,0,0,0,0,0
659.0,Al0.054Fe89.946Zr10,RMG,Al,Fe,Zr,0,0,0,0,0,3,0.054,89.946,10,0,0,0,0,0
664.0,Al10Ce4Cu86,CRA,Al,Ce,Cu,0,0,0,0,0,3,10,4,86,0,0,0,0,0
712.0,Al10Mg80Zn10,CRA,Al,Mg,Zn,0,0,0,0,0,3,10,80,10,0,0,0,0,0
724.0,Al10Ni40Ti50,RMG,Al,Ni,Ti,0,0,0,0,0,3,10,40,50,0,0,0,0,0
801.0,Al15Mg80Zn5,CRA,Al,Mg,Zn,0,0,0,0,0,3,15,80,5,0,0,0,0,0
808.0,Al15Ni30Zr55,RMG,Al,Ni,Zr,0,0,0,0,0,3,15,30,55,0,0,0,0,0
